Premise	Hypothesis	Label
In pointing to the way Wall Street now values industrial companies and other traditional businesses, I was trying to show that in fact investors, at least, have a great deal of respect for the manufacture of useful goods and vital services and not the glitter of instant wealth (Internet fever aside).	I was trying to show how disrespectful investors were.	contradictory
White House officials are tallying and comparing all the different stories Lewinsky has told about Clinton (to Tripp, to friends, in her affidavit, to Vernon Jordan, etc.) and are gleefully looking forward to exposing the inconsistencies.	The White house officials state that Lewinsky's multiple stories about Clinton have no inconsistencies whatsoever.	contradictory
It is not a detailed guide to case study design.	It is a detailed guide.	contradictory
They would come and Fena Dim would die.	Fena Dim was going to be spared.	contradictory
Leaving Azincourt, continue north to Fruges.	There is no connection between Azincourt and Fruges	contradictory
but it is like you say coming a little bit further up north	But it is not moving at all, like you mention.	contradictory
One of the world's greatest what? 	No doubt, this is not important at all.	contradictory
Time 's cover story drools over John Glenn, calling his upcoming Discovery mission a timely reminder that we can still have heroes.	Time ran a store on John Glenn.	entailment
Yes indeed! 	Agreed.	entailment
Animals, even the fluffy ones, really don't care if the whole human race lives or dies.	Animals will be heartbroken if humans cease to exist.	contradictory
The IDA demonstration project provides direct federal funding to state and local governments as well as nonprofit community organizations to match saving contributions by low-income families eligible for TANF or the Earned Income Tax Credit.	No federal funding was ever provided to local government for saving contributions.	contradictory
While there are an ever-increasing number of major department stalls and malls, night markets remain a favorite throughout Malaysia for good deals, excellent local food, and just plain entertainment value.	Night markets remain a favorite throughout Malaysia for good deals, even though there is an ever-increasing number of major department stalls and malls.	entailment
it's on the it's on the road where do you know where well you go south out of Lubbock down to Brownfield and then you like you're headed over toward Roswell Plains is right there	You have to go north from Lubbock and it's right outside the town.	contradictory
An article says the United States must not sacrifice its democratic ideals in order to sell a few more Big Macs.	Big Macs are sold in the United States. 	entailment
Combining the automation of the receipt and acceptance process with the widespread use of electronic signatures could be a major move towards full automation.	Full automation is hindered as competing technologies are adopted, such as electronic signatures.	contradictory
Its (unsurprising)  Home-schooled kids probably learn more than school-schooled kids, but they risk isolation and social discomfort.	Home-schooled kids have great social skills automatically.	contradictory
